job_role,skills,domain,required_skills,demand_level_india,experience_alignment
Lead Podcast Producer,"audio production, content creation, editing, communication, marketing",Media,"audio editing, podcast hosting, content planning, guest coordination, sound design, audience growth",Medium,Advanced
Senior Podcast Producer,"audio production, content creation, editing, communication, marketing",Media,"audio editing, podcast hosting, content planning, guest coordination, sound design, audience growth",Medium,Advanced
Principal Podcast Producer,"audio production, content creation, editing, communication, marketing",Media,"audio editing, podcast hosting, content planning, guest coordination, sound design, audience growth",Medium,Advanced
Video Content Creator,"video production, content creation, editing, storytelling, creativity",Creative,"video editing, scriptwriting, camera operation, content strategy, platform publishing, audience analysis",High,Intermediate
Assistant Video Content Creator,"video production, content creation, editing, storytelling, creativity",Creative,"video editing, scriptwriting, camera operation, content strategy, platform publishing, audience analysis",High,Beginner
Junior Video Content Creator,"video production, content creation, editing, storytelling, creativity",Creative,"video editing, scriptwriting, camera operation, content strategy, platform publishing, audience analysis",High,Beginner
Lead Video Content Creator,"video production, content creation, editing, storytelling, creativity",Creative,"video editing, scriptwriting, camera operation, content strategy, platform publishing, audience analysis",High,Advanced
Senior Video Content Creator,"video production, content creation, editing, storytelling, creativity",Creative,"video editing, scriptwriting, camera operation, content strategy, platform publishing, audience analysis",High,Advanced
Principal Video Content Creator,"video production, content creation, editing, storytelling, creativity",Creative,"video editing, scriptwriting, camera operation, content strategy, platform publishing, audience analysis",High,Advanced
Media Planner,"media planning, marketing, analytics, advertising, strategy",Marketing,"media buying, audience targeting, campaign planning, budget allocation, performance tracking, market research",High,Intermediate
Assistant Media Planner,"media planning, marketing, analytics, advertising, strategy",Marketing,"media buying, audience targeting, campaign planning, budget allocation, performance tracking, market research",High,Beginner
Junior Media Planner,"media planning, marketing, analytics, advertising, strategy",Marketing,"media buying, audience targeting, campaign planning, budget allocation, performance tracking, market research",High,Beginner
Lead Media Planner,"media planning, marketing, analytics, advertising, strategy",Marketing,"media buying, audience targeting, campaign planning, budget allocation, performance tracking, market research",High,Advanced
Senior Media Planner,"media planning, marketing, analytics, advertising, strategy",Marketing,"media buying, audience targeting, campaign planning, budget allocation, performance tracking, market research",High,Advanced
